rcasiteid,rcapid,x,y
F0301R10,F0301R105,-118.5,37.86
F0302F02,F0302F021,-114.4,38.32
F0302F02,F0302F022,-114.4,38.32
F0302F02,F0302F023,-114.4,38.32
F0302F02,F0302F024,-114.4,38.32
F0302F02,F0302F025,-114.4,38.32
F0302F05,F0302F051,-114.43,38.58
F0302F05,F0302F052,-114.43,38.58
F0302F05,F0302F053,-114.43,38.58
F0302F05,F0302F054,-114.43,38.58
F0302F05,F0302F055,-114.43,38.58
F0302F06,F0302F061,-116.75,39.5
F0302F06,F0302F062,-116.75,39.5
F0302F06,F0302F063,-116.75,39.5
F0302F06,F0302F064,-116.75,39.5
F0302F06,F0302F065,-116.75,39.5
F0302F10,F0302F101,-119.12,38.38
F0302F10,F0302F102,-119.12,38.38
F0302F10,F0302F103,-119.12,38.38
F0302F10,F0302F104,-119.12,38.38
F0302F10,F0302F105,-119.12,38.38
F0302F11,F0302F111,-118.44,38.3
F0302F11,F0302F112,-118.44,38.3
F0302F11,F0302F113,-118.44,38.3
F0302F11,F0302F114,-118.44,38.3
F0302F11,F0302F115,-118.44,38.3
F0302F12,F0302F121,-114.21,37.99
F0302F12,F0302F122,-114.21,37.99
F0302F12,F0302F123,-114.21,37.99
F0302F12,F0302F124,-114.21,37.99
F0302F12,F0302F125,-114.21,37.99
F0302F16,F0302F161,-117.24,39.73
F0302F16,F0302F162,-117.24,39.73
F0302F16,F0302F163,-117.24,39.73
F0302F16,F0302F164,-117.24,39.73
F0302F16,F0302F165,-117.24,39.73
F0302F17,F0302F171,-117.25,39.73
F0302F17,F0302F172,-117.25,39.73
F0302F17,F0302F173,-117.25,39.73
F0302F17,F0302F174,-117.25,39.73
F0302F17,F0302F175,-117.25,39.73
F0302F18,F0302F181,-114.27,38.29
F0302F18,F0302F182,-114.27,38.29
F0302F18,F0302F183,-114.27,38.29
F0302F18,F0302F184,-114.27,38.29
F0302F18,F0302F185,-114.27,38.29
F0302F19,F0302F191,-114.27,38.29
F0302F19,F0302F192,-114.27,38.29
F0302F19,F0302F193,-114.27,38.29
F0302F19,F0302F194,-114.27,38.29
F0302F19,F0302F195,-114.27,38.29
F0302F20,F0302F201,-114.28,38.15
F0302F20,F0302F202,-114.28,38.15
F0302F20,F0302F203,-114.28,38.15
F0302F20,F0302F204,-114.28,38.15
F0302F20,F0302F205,-114.28,38.15
F0304P02,F0304P021,-118.68,39.39
F0304P02,F0304P022,-118.68,39.39
F0304P02,F0304P023,-118.68,39.39
F0304P02,F0304P024,-118.68,39.39
F0304P02,F0304P025,-118.68,39.39
F0304P03,F0304P031,-118.65,39.42
F0304P03,F0304P032,-118.65,39.42
F0304P03,F0304P033,-118.65,39.42
F0304P03,F0304P034,-118.65,39.42
F0304P03,F0304P035,-118.65,39.42
F0304R02,F0304R021,-118.77,38.87
F0304R02,F0304R022,-118.77,38.87
F0304R02,F0304R023,-118.77,38.87
F0304R02,F0304R024,-118.77,38.87
F0304R02,F0304R025,-118.77,38.87
F0304R03,F0304R031,-118.03,37.63
F0304R03,F0304R032,-118.03,37.63
F0304R03,F0304R033,-118.03,37.63
F0304R03,F0304R034,-118.03,37.63
F0304R03,F0304R035,-118.03,37.63
F0305F01,F0305F011,-114.45,38.65
F0305F01,F0305F012,-114.45,38.65
F0305F01,F0305F013,-114.45,38.65
F0305F01,F0305F014,-114.45,38.65
F0305F01,F0305F015,-114.45,38.65
F0305F05,F0305F051,-114.94,40.05
F0305F05,F0305F052,-114.94,40.05
F0305F05,F0305F053,-114.94,40.05
F0305F05,F0305F054,-114.94,40.05
F0305F05,F0305F055,-114.94,40.05
F0305F07,F0305F071,-117.64,37.37
F0305F07,F0305F072,-117.64,37.37
F0305F07,F0305F073,-117.64,37.37
F0305F07,F0305F074,-117.64,37.37
F0305F07,F0305F075,-117.64,37.37
F0305F08,F0305F081,-114.67,38.68
F0305F08,F0305F082,-114.67,38.68
F0305F08,F0305F083,-114.67,38.68
F0305F08,F0305F084,-114.67,38.68
F0305F08,F0305F085,-114.67,38.68
F0305F13,F0305F131,-114.71,39.38
F0305F13,F0305F132,-114.71,39.38
F0305F13,F0305F133,-114.71,39.38
F0305F13,F0305F134,-114.71,39.38
F0305F13,F0305F135,-114.71,39.38
F0305F15,F0305F151,-118.61,37.85
F0305F15,F0305F152,-118.61,37.85
F0305F15,F0305F153,-118.61,37.85
F0305F15,F0305F154,-118.61,37.85
F0305F15,F0305F155,-118.61,37.85
F0305F18,F0305F181,-114.3,37.55
F0305F18,F0305F182,-114.3,37.55
F0305F18,F0305F183,-114.3,37.55
F0305F18,F0305F184,-114.3,37.55
F0305F18,F0305F185,-114.3,37.55
F0306F01,F0306F011,-118.75,38.31
F0306F01,F0306F012,-118.75,38.31
F0306F01,F0306F013,-118.75,38.31
F0306F01,F0306F014,-118.75,38.31
F0306F01,F0306F015,-118.75,38.31
F0306F02,F0306F021,-118.32,39.53
F0306F02,F0306F022,-118.32,39.53
F0306F02,F0306F023,-118.32,39.53
F0306F02,F0306F024,-118.32,39.53
F0306F02,F0306F025,-118.32,39.53
F0306F03,F0306F031,-117.85,37.78
F0306F03,F0306F032,-117.85,37.78
F0306F03,F0306F033,-117.85,37.78
F0306F03,F0306F034,-117.85,37.78
F0306F03,F0306F035,-117.85,37.78
F0306F04,F0306F041,-114.52,37.94
F0306F04,F0306F042,-114.52,37.94
F0306F04,F0306F043,-114.52,37.94
F0306F04,F0306F044,-114.52,37.94
F0306F04,F0306F045,-114.52,37.94
F0306F05,F0306F051,-115.08,39.3
F0306F05,F0306F052,-115.08,39.3
F0306F05,F0306F053,-115.08,39.3
F0306F05,F0306F054,-115.08,39.3
F0306F05,F0306F055,-115.08,39.3
F0306F06,F0306F061,-117.79,37.78
F0306F06,F0306F062,-117.79,37.78
F0306F06,F0306F063,-117.79,37.78
F0306F06,F0306F064,-117.79,37.78
F0306F06,F0306F065,-117.79,37.78
F0306F07,F0306F071,-115.54,40.1
F0306F07,F0306F072,-115.54,40.1
F0306F07,F0306F073,-115.54,40.1
F0306F07,F0306F074,-115.54,40.1
F0306F07,F0306F075,-115.54,40.1
F0306F11,F0306F111,-116.37,37.94
F0306F11,F0306F112,-116.37,37.94
F0306F11,F0306F113,-116.37,37.94
F0306F11,F0306F114,-116.37,37.94
F0306F11,F0306F115,-116.37,37.94
F0306F12,F0306F121,-114.44,40.2
F0306F12,F0306F122,-114.44,40.2
F0306F12,F0306F123,-114.44,40.2
F0306F12,F0306F124,-114.44,40.2
F0306F12,F0306F125,-114.44,40.2
F0306F13,F0306F131,-118.23,37.84
F0306F13,F0306F132,-118.23,37.84
F0306F13,F0306F133,-118.23,37.84
F0306F13,F0306F134,-118.23,37.84
F0306F13,F0306F135,-118.23,37.84
F0306F14,F0306F141,-115.46,37.65
F0306F14,F0306F142,-115.46,37.65
F0306F14,F0306F143,-115.46,37.65
F0306F14,F0306F144,-115.46,37.65
F0306F14,F0306F145,-115.46,37.65
F0306F16,F0306F161,-116.2,38.01
F0306F16,F0306F162,-116.2,38.01
F0306F16,F0306F163,-116.2,38.01
F0306F16,F0306F164,-116.2,38.01
F0306F16,F0306F165,-116.2,38.01
F0306F17,F0306F171,-114.93,40.08
F0306F17,F0306F172,-114.93,40.08
F0306F17,F0306F173,-114.93,40.08
F0306F17,F0306F174,-114.93,40.08
F0306F17,F0306F175,-114.93,40.08
F0306F18,F0306F181,-117.85,40.06
F0306F18,F0306F182,-117.85,40.06
F0306F18,F0306F183,-117.85,40.06
F0306F18,F0306F184,-117.85,40.06
F0306F18,F0306F185,-117.85,40.06
F0306F19,F0306F191,-115.6,38.25
F0306F19,F0306F192,-115.6,38.25
F0306F19,F0306F193,-115.6,38.25
F0306F19,F0306F194,-115.6,38.25
F0306F19,F0306F195,-115.6,38.25
F0306F20,F0306F201,-114.37,38.38
F0306F20,F0306F202,-114.37,38.38
F0306F20,F0306F203,-114.37,38.38
F0306F20,F0306F204,-114.37,38.38
F0306F20,F0306F205,-114.37,38.38
F0306F22,F0306F221,-114.2,38.44
F0306F22,F0306F222,-114.2,38.44
F0306F22,F0306F223,-114.2,38.44
F0306F22,F0306F224,-114.2,38.44
F0306F22,F0306F225,-114.2,38.44
F0306R01,F0306R011,-116.81,40.29
F0306R01,F0306R012,-116.81,40.29
F0306R01,F0306R013,-116.81,40.29
F0306R01,F0306R014,-116.81,40.29
F0306R01,F0306R015,-116.81,40.29
F0306R06,F0306R061,-118.12,37.7
F0306R06,F0306R062,-118.12,37.7
F0306R06,F0306R063,-118.12,37.7
F0306R06,F0306R064,-118.12,37.7
F0306R06,F0306R065,-118.12,37.7
F0307R02,F0307R021,-118.65,39.34
F0307R02,F0307R022,-118.65,39.34
F0307R02,F0307R023,-118.65,39.34
F0307R02,F0307R024,-118.65,39.34
F0307R02,F0307R025,-118.65,39.34
F0308F03,F0308F031,-118.19,37.71
F0308F03,F0308F032,-118.19,37.71
F0308F03,F0308F033,-118.19,37.71
F0308F03,F0308F034,-118.19,37.71
F0308F03,F0308F035,-118.19,37.71
F0308F05,F0308F051,-118.3,37.95
F0308F05,F0308F052,-118.3,37.95
F0308F05,F0308F053,-118.3,37.95
F0308F05,F0308F054,-118.3,37.95
F0308F05,F0308F055,-118.3,37.95
F0308F14,F0308F141,-114.35,38.39
F0308F14,F0308F142,-114.35,38.39
F0308F14,F0308F143,-114.35,38.39
F0308F14,F0308F144,-114.35,38.39
F0308F14,F0308F145,-114.35,38.39
F0309F01,F0309F011,-115.86,39.75
F0309F01,F0309F012,-115.86,39.75
F0309F01,F0309F013,-115.86,39.75
F0309F01,F0309F014,-115.86,39.75
F0309F01,F0309F015,-115.86,39.75
F0309R02,F0309R021,-115.88,39.65
F0309R02,F0309R022,-115.88,39.65
F0309R02,F0309R023,-115.88,39.65
F0309R02,F0309R024,-115.88,39.65
F0309R02,F0309R025,-115.88,39.65
F0310F04,F0310F041,-118.57,37.65
F0310F04,F0310F042,-118.57,37.65
F0310F04,F0310F043,-118.57,37.65
F0310F04,F0310F044,-118.57,37.65
F0310F04,F0310F045,-118.57,37.65
F0311P01,F0311P011,-118.45,40.07
F0311P01,F0311P012,-118.45,40.07
F0311P01,F0311P013,-118.45,40.07
F0311P01,F0311P014,-118.45,40.07
F0311P01,F0311P015,-118.45,40.07
F0312F02,F0312F021,-114.16,38.04
F0312F02,F0312F022,-114.16,38.04
F0312F02,F0312F023,-114.16,38.04
F0312F02,F0312F024,-114.16,38.04
F0312F02,F0312F025,-114.16,38.04
F0312F03,F0312F031,-114.21,37.47
F0312F03,F0312F032,-114.21,37.47
F0312F03,F0312F033,-114.21,37.47
F0312F03,F0312F034,-114.21,37.47
F0312F03,F0312F035,-114.21,37.47
F0312R05,F0312R051,-117.32,39.25
F0312R05,F0312R052,-117.32,39.25
F0312R05,F0312R053,-117.32,39.25
F0312R05,F0312R054,-117.32,39.25
F0312R05,F0312R055,-117.32,39.25
F0312W02,F0312W021,-118.78,39.31
F0312W02,F0312W022,-118.78,39.31
F0312W02,F0312W023,-118.78,39.31
F0312W02,F0312W024,-118.78,39.31
F0312W02,F0312W025,-118.78,39.31
F0312W04,F0312W041,-118.66,39.35
F0312W04,F0312W042,-118.66,39.35
F0312W04,F0312W043,-118.66,39.35
F0312W04,F0312W044,-118.66,39.35
F0312W04,F0312W045,-118.66,39.35
A0801F97,A0801F971,-111.44,37.91
A0801F97,A0801F972,-111.44,37.91
A0801F97,A0801F973,-111.44,37.91
A0801F97,A0801F974,-111.44,37.91
A0801F97,A0801F975,-111.44,37.91
C0201F02,C0201F021,-114.14,35.52
C0201F02,C0201F022,-114.14,35.52
C0201F02,C0201F023,-114.14,35.52
C0201F02,C0201F024,-114.14,35.52
C0201F02,C0201F025,-114.14,35.52
C0210R02,C0210R021,-114.01,35.6
C0210R02,C0210R022,-114.01,35.6
C0210R02,C0210R023,-114.01,35.6
C0210R02,C0210R024,-114.01,35.6
C0210R02,C0210R025,-114.01,35.6
C0216R07,C0216R071,-113.79,35.48
C0216R07,C0216R072,-113.79,35.48
C0216R07,C0216R073,-113.79,35.48
C0216R07,C0216R074,-113.79,35.48
C0216R07,C0216R075,-113.79,35.48
C0301C01,C0301C011,-112.46,39.0
C0301C01,C0301C012,-112.46,39.0
C0301C01,C0301C013,-112.46,39.0
C0301C01,C0301C014,-112.46,39.0
C0301C01,C0301C015,-112.46,39.0
C0301C02,C0301C021,-112.78,37.9
C0301C02,C0301C022,-112.78,37.9
C0301C02,C0301C023,-112.78,37.9
C0301C02,C0301C024,-112.78,37.9
C0301C02,C0301C025,-112.78,37.9
C0301C03,C0301C031,-112.28,39.48
C0301C03,C0301C032,-112.28,39.48
C0301C03,C0301C033,-112.28,39.48
C0301C03,C0301C034,-112.28,39.48
C0301C03,C0301C035,-112.28,39.48
C0301C11,C0301C111,-111.92,39.93
C0301C11,C0301C112,-111.92,39.93
C0301C11,C0301C113,-111.92,39.93
C0301C11,C0301C114,-111.92,39.93
C0301C11,C0301C115,-111.92,39.93
C0301P07,C0301P071,-112.32,39.42
C0301P07,C0301P073,-112.32,39.42
C0301P07,C0301P074,-112.32,39.42
C0301P07,C0301P075,-112.32,39.42
C0301P08,C0301P081,-112.35,39.02
C0301P08,C0301P082,-112.35,39.02
C0301P08,C0301P084,-112.35,39.02
C0301P08,C0301P085,-112.35,39.02
C0301R08,C0301R081,-111.58,39.56
C0301R08,C0301R082,-111.58,39.56
C0301R08,C0301R083,-111.58,39.56
C0301R08,C0301R084,-111.58,39.56
C0301R08,C0301R085,-111.58,39.56
C0301R10,C0301R101,-113.17,37.65
C0301R10,C0301R102,-113.17,37.65
C0301R10,C0301R103,-113.17,37.65
C0301R10,C0301R104,-113.17,37.65
C0301R10,C0301R105,-113.17,37.65
C0301W02,C0301W021,-112.42,40.4
C0301W02,C0301W022,-112.42,40.4
C0301W02,C0301W023,-112.42,40.4
C0301W02,C0301W024,-112.42,40.4
C0301W02,C0301W025,-112.42,40.4
C0301W06,C0301W061,-111.86,40.0
C0301W06,C0301W062,-111.86,40.0
C0301W06,C0301W063,-111.86,40.0
C0301W06,C0301W064,-111.86,40.0
C0301W06,C0301W065,-111.86,40.0
C0304C01,C0304C011,-111.95,39.9
C0304C01,C0304C012,-111.95,39.9
C0304C01,C0304C013,-111.95,39.9
C0304C01,C0304C014,-111.95,39.9
C0304C01,C0304C015,-111.95,39.9
C0304C02,C0304C021,-111.7,40.13
C0304C02,C0304C022,-111.7,40.13
C0304C02,C0304C023,-111.7,40.13
C0304C02,C0304C024,-111.7,40.13
C0304C02,C0304C025,-111.7,40.13
C0304C03,C0304C031,-112.11,40.26
C0304C03,C0304C032,-112.11,40.26
C0304C03,C0304C033,-112.11,40.26
C0304C03,C0304C034,-112.11,40.26
C0304C03,C0304C035,-112.11,40.26
C0304C10,C0304C101,-111.76,40.12
C0304C10,C0304C102,-111.76,40.12
C0304C10,C0304C103,-111.76,40.12
C0304C10,C0304C104,-111.76,40.12
C0304C10,C0304C105,-111.76,40.12
C0304P01,C0304P011,-111.86,39.63
C0304P01,C0304P012,-111.86,39.63
C0304P01,C0304P013,-111.86,39.63
C0304P01,C0304P014,-111.86,39.63
C0304P01,C0304P015,-111.86,39.63
C0304P03,C0304P031,-112.71,39.4
C0304P03,C0304P032,-112.71,39.4
C0304P03,C0304P033,-112.71,39.4
C0304P03,C0304P034,-112.71,39.4
C0304P03,C0304P035,-112.71,39.4
C0304P09,C0304P091,-111.89,39.72
C0304P09,C0304P092,-111.89,39.72
C0304P09,C0304P093,-111.89,39.72
C0304P09,C0304P094,-111.89,39.72
C0304P09,C0304P095,-111.89,39.72
C0304R02,C0304R021,-112.64,39.5
C0304R02,C0304R022,-112.64,39.5
C0304R02,C0304R023,-112.64,39.5
C0304R02,C0304R024,-112.64,39.5
C0304R02,C0304R025,-112.64,39.5
C0304W04,C0304W041,-111.56,39.47
C0304W04,C0304W042,-111.56,39.47
C0304W04,C0304W043,-111.56,39.47
C0304W04,C0304W044,-111.56,39.47
C0304W04,C0304W045,-111.56,39.47
C0304W07,C0304W071,-112.79,38.26
C0304W07,C0304W072,-112.79,38.26
C0304W07,C0304W073,-112.79,38.26
C0304W07,C0304W074,-112.79,38.26
C0304W07,C0304W075,-112.79,38.26
C0304W10,C0304W101,-111.62,39.36
C0304W10,C0304W102,-111.62,39.36
C0304W10,C0304W103,-111.62,39.36
C0304W10,C0304W105,-111.62,39.36
C0304X01,C0304X011,-112.08,39.69
C0304X01,C0304X012,-112.08,39.69
C0304X01,C0304X013,-112.08,39.69
C0304X01,C0304X014,-112.08,39.69
C0304X01,C0304X015,-112.08,39.69
C0305C02,C0305C021,-111.86,39.83
C0305C02,C0305C022,-111.86,39.83
C0305C02,C0305C023,-111.86,39.83
C0305C02,C0305C024,-111.86,39.83
C0305C02,C0305C025,-111.86,39.83
C0305C03,C0305C031,-112.33,39.0
C0305C03,C0305C032,-112.33,39.0
C0305C03,C0305C033,-112.33,39.0
C0305C03,C0305C034,-112.33,39.0
C0305C03,C0305C035,-112.33,39.0
C0305C12,C0305C121,-111.93,40.34
C0305C12,C0305C122,-111.93,40.34
C0305C12,C0305C123,-111.93,40.34
C0305C12,C0305C124,-111.93,40.34
C0305C12,C0305C125,-111.93,40.34
C0305F02,C0305F021,-112.56,38.15
C0305F02,C0305F022,-112.56,38.15
C0305F02,C0305F023,-112.56,38.15
C0305F02,C0305F024,-112.56,38.15
C0305F02,C0305F025,-112.56,38.15
C0305F09,C0305F091,-112.88,38.24
C0305F09,C0305F092,-112.88,38.24
C0305F09,C0305F093,-112.88,38.24
C0305F09,C0305F094,-112.88,38.24
C0305F09,C0305F095,-112.88,38.24
C0305P05,C0305P051,-111.85,39.83
C0305P05,C0305P052,-111.85,39.83
C0305P05,C0305P054,-111.85,39.83
C0305P05,C0305P055,-111.85,39.83
C0305R01,C0305R011,-112.27,39.12
C0305R01,C0305R012,-112.27,39.12
C0305R01,C0305R013,-112.27,39.12
C0305R01,C0305R014,-112.27,39.12
C0305R01,C0305R015,-112.27,39.12
C0305X02,C0305X021,-112.03,40.35
C0305X02,C0305X022,-112.03,40.35
C0305X02,C0305X023,-112.03,40.35
C0305X02,C0305X024,-112.03,40.35
C0305X02,C0305X025,-112.03,40.35
C0307R08,C0307R081,-112.8,37.92
C0307R08,C0307R082,-112.8,37.92
C0307R08,C0307R083,-112.8,37.92
C0307R08,C0307R084,-112.8,37.92
C0307R08,C0307R085,-112.8,37.92
C0307W07,C0307W071,-111.87,39.96
C0307W07,C0307W072,-111.87,39.96
C0307W07,C0307W073,-111.87,39.96
C0307W07,C0307W074,-111.87,39.96
C0307W07,C0307W075,-111.87,39.96
C0308P02,C0308P021,-111.65,39.66
C0308P02,C0308P022,-111.65,39.66
C0308P02,C0308P023,-111.65,39.66
C0308P02,C0308P024,-111.65,39.66
C0308P02,C0308P025,-111.65,39.66
C0310P06,C0310P061,-111.62,39.39
C0310P06,C0310P062,-111.62,39.39
C0310P06,C0310P063,-111.62,39.39
C0310P06,C0310P064,-111.62,39.39
C0310P06,C0310P065,-111.62,39.39
C0312C01,C0312C012,-112.78,38.25
C0312C01,C0312C013,-112.78,38.25
C0312C01,C0312C014,-112.78,38.25
C0312C01,C0312C015,-112.78,38.25
C0312C02,C0312C021,-113.03,38.29
C0312C02,C0312C022,-113.03,38.29
C0312C02,C0312C024,-113.03,38.29
C0312C02,C0312C025,-113.03,38.29
C0312C05,C0312C051,-113.7,37.72
C0312C05,C0312C052,-113.7,37.72
C0312C05,C0312C053,-113.7,37.72
C0312C05,C0312C054,-113.7,37.72
C0312C05,C0312C055,-113.7,37.72
C0312P01,C0312P011,-112.3,39.46
C0312P01,C0312P012,-112.3,39.46
C0312P01,C0312P013,-112.3,39.46
C0312P01,C0312P014,-112.3,39.46
C0312P01,C0312P015,-112.3,39.46
C0312P02,C0312P021,-112.12,39.27
C0312P02,C0312P023,-112.12,39.27
C0312P02,C0312P024,-112.12,39.27
C0312P02,C0312P025,-112.12,39.27
C0312P03,C0312P031,-112.39,38.96
C0312P03,C0312P032,-112.39,38.96
C0312P03,C0312P033,-112.39,38.96
C0312P03,C0312P034,-112.39,38.96
C0312P03,C0312P035,-112.39,38.96
C0312P05,C0312P051,-111.7,39.12
C0312P05,C0312P052,-111.7,39.12
C0312P05,C0312P053,-111.7,39.12
C0312P05,C0312P054,-111.7,39.12
C0312P05,C0312P055,-111.7,39.12
C0312P06,C0312P061,-112.4,39.21
C0312P06,C0312P062,-112.4,39.21
C0312P06,C0312P063,-112.4,39.21
C0312P06,C0312P064,-112.4,39.21
C0312P06,C0312P065,-112.4,39.21
C0312X01,C0312X011,-112.51,40.1
C0312X01,C0312X012,-112.51,40.1
C0312X01,C0312X013,-112.51,40.1
C0312X01,C0312X014,-112.51,40.1
C0312X01,C0312X015,-112.51,40.1
C0601C05,C0601C051,-111.04,39.2
C0601C05,C0601C052,-111.04,39.2
C0601C05,C0601C053,-111.04,39.2
C0601C05,C0601C054,-111.04,39.2
C0601C05,C0601C055,-111.04,39.2
C0601P01,C0601P011,-113.7,37.33
C0601P01,C0601P012,-113.7,37.33
C0601P01,C0601P013,-113.7,37.33
C0601P01,C0601P014,-113.7,37.33
C0601P01,C0601P015,-113.7,37.33
C0601P02,C0601P021,-110.89,39.34
C0601P02,C0601P022,-110.89,39.34
C0601P02,C0601P023,-110.89,39.34
C0601P02,C0601P024,-110.89,39.34
C0601R03,C0601R031,-111.22,38.92
C0601R03,C0601R032,-111.22,38.92
C0601R03,C0601R033,-111.22,38.92
C0601R03,C0601R034,-111.22,38.92
C0601R03,C0601R035,-111.22,38.92
C0601R05,C0601R051,-110.18,39.04
C0601R05,C0601R052,-110.18,39.04
C0601R05,C0601R053,-110.18,39.04
C0601R05,C0601R054,-110.18,39.04
C0601R05,C0601R055,-110.18,39.04
C0601R07,C0601R071,-111.07,39.17
C0601R07,C0601R072,-111.07,39.17
C0601R07,C0601R073,-111.07,39.17
C0601R07,C0601R074,-111.07,39.17
C0601R08,C0601R081,-110.61,39.8
C0601R08,C0601R082,-110.61,39.8
C0601R08,C0601R083,-110.61,39.8
C0601R08,C0601R084,-110.61,39.8
C0601R08,C0601R085,-110.61,39.8
C0601R09,C0601R091,-109.23,38.0
C0601R09,C0601R092,-109.23,38.0
C0601R09,C0601R094,-109.23,38.0
C0601R09,C0601R095,-109.23,38.0
C0601R12,C0601R121,-109.4,38.98
C0601R12,C0601R122,-109.4,38.98
C0601R12,C0601R123,-109.4,38.98
C0601R12,C0601R124,-109.4,38.98
C0601R12,C0601R125,-109.4,38.98
C0601W01,C0601W011,-110.84,39.34
C0601W01,C0601W012,-110.84,39.34
C0601W01,C0601W013,-110.84,39.34
C0601W01,C0601W014,-110.84,39.34
C0601W01,C0601W015,-110.84,39.34
C0601W03,C0601W031,-110.98,39.22
C0601W03,C0601W032,-110.98,39.22
C0601W03,C0601W033,-110.98,39.22
C0601W03,C0601W034,-110.98,39.22
C0601W03,C0601W035,-110.98,39.22
C0602C03,C0602C031,-111.15,38.97
C0602C03,C0602C032,-111.15,38.97
C0602C03,C0602C033,-111.15,38.97
C0602C03,C0602C034,-111.15,38.97
C0602C03,C0602C035,-111.15,38.97
C0602F01,C0602F011,-109.21,37.44
C0602F01,C0602F012,-109.21,37.44
C0602F01,C0602F013,-109.21,37.44
C0602F01,C0602F014,-109.21,37.44
C0602F01,C0602F015,-109.21,37.44
C0602P01,C0602P011,-113.29,37.49
C0602P01,C0602P012,-113.29,37.49
C0602P01,C0602P013,-113.29,37.49
C0602P01,C0602P014,-113.29,37.49
C0602P01,C0602P015,-113.29,37.49
C0602P02,C0602P021,-110.83,39.42
C0602P02,C0602P022,-110.83,39.42
C0602P02,C0602P023,-110.83,39.42
C0602P02,C0602P024,-110.83,39.42
C0602P02,C0602P025,-110.83,39.42
C0602P03,C0602P031,-110.77,39.5
C0602P03,C0602P032,-110.77,39.5
C0602P03,C0602P033,-110.77,39.5
C0602P03,C0602P034,-110.77,39.5
C0602P03,C0602P035,-110.77,39.5
C0602P04,C0602P041,-110.94,39.29
C0602P04,C0602P042,-110.94,39.29
C0602P04,C0602P043,-110.94,39.29
C0602P04,C0602P044,-110.94,39.29
C0602P04,C0602P045,-110.94,39.29
C0602P05,C0602P051,-110.7,39.5
C0602P05,C0602P052,-110.7,39.5
C0602P05,C0602P053,-110.7,39.5
C0602P05,C0602P054,-110.7,39.5
C0602P05,C0602P055,-110.7,39.5
C0602R01,C0602R011,-109.32,37.89
C0602R01,C0602R012,-109.32,37.89
C0602R01,C0602R013,-109.32,37.89
C0602R01,C0602R014,-109.32,37.89
C0602R01,C0602R015,-109.32,37.89
C0602R02,C0602R021,-110.83,39.52
C0602R02,C0602R022,-110.83,39.52
C0602R02,C0602R023,-110.83,39.52
C0602R02,C0602R024,-110.83,39.52
C0602R02,C0602R025,-110.83,39.52
C0602W03,C0602W031,-111.08,39.09
C0602W03,C0602W032,-111.08,39.09
C0602W03,C0602W033,-111.08,39.09
C0602W03,C0602W034,-111.08,39.09
C0602W03,C0602W035,-111.08,39.09
C0602W05,C0602W051,-110.83,39.58
C0602W05,C0602W052,-110.83,39.58
C0602W05,C0602W053,-110.83,39.58
C0602W05,C0602W054,-110.83,39.58
C0602W05,C0602W055,-110.83,39.58
C0602W07,C0602W072,-110.79,39.58
C0602W07,C0602W073,-110.79,39.58
C0602W07,C0602W074,-110.79,39.58
C0602W07,C0602W075,-110.79,39.58
C0604P02,C0604P021,-110.81,39.4
C0604P02,C0604P022,-110.81,39.4
C0604P02,C0604P023,-110.81,39.4
C0604P02,C0604P024,-110.81,39.4
C0604P02,C0604P025,-110.81,39.4
C0604P05,C0604P051,-111.47,40.41
C0604P05,C0604P052,-111.47,40.41
C0604P05,C0604P053,-111.47,40.41
C0604P05,C0604P054,-111.47,40.41
C0604P05,C0604P055,-111.47,40.41
C0604R02,C0604R021,-110.98,39.25
C0604R02,C0604R022,-110.98,39.25
C0604R02,C0604R023,-110.98,39.25
C0604R02,C0604R024,-110.98,39.25
C0604R02,C0604R025,-110.98,39.25
C0604W04,C0604W041,-111.21,38.91
C0604W04,C0604W042,-111.21,38.91
C0604W04,C0604W043,-111.21,38.91
C0604W04,C0604W044,-111.21,38.91
C0604W04,C0604W045,-111.21,38.91
C0605F08,C0605F081,-110.33,39.61
C0605F08,C0605F082,-110.33,39.61
C0605F08,C0605F083,-110.33,39.61
C0605F08,C0605F084,-110.33,39.61
C0605F08,C0605F085,-110.33,39.61
C0605R05,C0605R051,-110.32,39.78
C0605R05,C0605R052,-110.32,39.78
C0605R05,C0605R053,-110.32,39.78
C0605R05,C0605R054,-110.32,39.78
C0605R05,C0605R055,-110.32,39.78
C0606C01,C0606C011,-111.22,38.89
C0606C01,C0606C012,-111.22,38.89
C0606C01,C0606C013,-111.22,38.89
C0606C01,C0606C014,-111.22,38.89
C0606C01,C0606C015,-111.22,38.89
C0606P01,C0606P011,-109.9,40.28
C0606P01,C0606P012,-109.9,40.28
C0606P01,C0606P013,-109.9,40.28
C0606P01,C0606P014,-109.9,40.28
C0606P01,C0606P015,-109.9,40.28
C0606P04,C0606P041,-109.93,40.36
C0606P04,C0606P042,-109.93,40.36
C0606P04,C0606P043,-109.93,40.36
C0606P04,C0606P044,-109.93,40.36
C0606P04,C0606P045,-109.93,40.36
C0606R08,C0606R081,-111.14,39.06
C0606R08,C0606R082,-111.14,39.06
C0606R08,C0606R083,-111.14,39.06
C0606R08,C0606R084,-111.14,39.06
C0606R08,C0606R085,-111.14,39.06
C0606R10,C0606R101,-110.32,38.9
C0606R10,C0606R102,-110.32,38.9
C0606R10,C0606R104,-110.32,38.9
C0606R10,C0606R105,-110.32,38.9
C0606W01,C0606W011,-110.94,39.34
